labels,max_heights,mean_heights,variance_heights,max_heights_left,mean_heights_left,variance_heights_left,max_heights_right,mean_heights_right,variance_heights_right,max_heights_top,mean_heights_top,variance_heights_top,max_heights_bottom,mean_heights_bottom,variance_heights_bottom
1.0,29.0,25.928571428571427,32.4234693877551,29.0,26.46153846153846,27.171597633136102,29.0,26.692307692307693,19.75147928994083,29.0,27.896551724137932,4.506539833531509,29.0,27.82758620689655,7.177170035671821
0.0,29.0,20.357142857142858,88.58673469387756,29.0,19.615384615384617,97.62130177514794,29.0,20.23076923076923,87.71597633136093,29.0,26.06896551724138,9.857312722948873,29.0,28.20689655172414,2.6468489892984546
3.0,29.0,23.892857142857142,78.95280612244902,29.0,23.615384615384617,87.31360946745563,29.0,23.76923076923077,81.5621301775148,29.0,26.586206896551722,16.24256837098692,29.0,27.724137931034484,6.475624256837097
1.0,29.0,25.928571428571427,33.49489795918367,29.0,26.846153846153847,25.668639053254438,29.0,26.23076923076923,26.02366863905325,29.0,28.103448275862068,3.885850178359097,29.0,27.448275862068964,12.592152199762184
2.0,29.0,23.821428571428573,17.14668367346939,29.0,23.846153846153847,17.668639053254438,29.0,23.76923076923077,19.25443786982249,29.0,26.79310344827586,8.302021403091558,29.0,26.344827586206897,7.122473246135553
0.0,29.0,20.607142857142858,85.8813775510204,29.0,20.307692307692307,89.59763313609466,29.0,19.923076923076923,88.53254437869822,29.0,26.379310344827587,8.235434007134366,29.0,28.17241379310345,3.935790725326991
4.0,29.0,22.892857142857142,65.8813775510204,29.0,23.0,70.46153846153847,29.0,22.153846153846153,68.28402366863905,29.0,26.82758620689655,10.004756242568373,29.0,25.79310344827586,20.5089179548157
0.0,29.0,20.821428571428573,94.1466836734694,29.0,20.46153846153846,97.01775147928991,29.0,20.307692307692307,100.36686390532546,29.0,25.82758620689655,12.073721759809754,29.0,27.896551724137932,6.023781212841852
0.0,29.0,22.178571428571427,71.78954081632654,29.0,21.153846153846153,83.20710059171599,29.0,22.46153846153846,66.71005917159765,29.0,26.482758620689655,6.5945303210463715,29.0,28.103448275862068,6.368608799048751
3.0,29.0,24.0,78.07142857142857,29.0,24.0,86.3076923076923,29.0,23.53846153846154,80.24852071005918,29.0,26.896551724137932,13.609988109393575,29.0,28.344827586206897,2.2259215219976216
1.0,29.0,25.642857142857142,48.80102040816327,29.0,26.692307692307693,26.8284023668639,29.0,25.76923076923077,55.71597633136097,29.0,27.96551724137931,6.447086801426872,29.0,28.310344827586206,3.1795481569560033
4.0,29.0,24.785714285714285,20.811224489795915,29.0,24.46153846153846,25.4792899408284,29.0,24.76923076923077,18.485207100591712,29.0,27.06896551724138,3.926278240190251,29.0,27.896551724137932,2.161712247324614
0.0,29.0,19.642857142857142,102.58673469387757,29.0,19.0,105.84615384615384,29.0,19.153846153846153,106.1301775147929,29.0,25.620689655172413,12.994054696789535,29.0,28.517241379310345,0.24970273483947686
3.0,29.0,23.785714285714285,53.95408163265306,29.0,23.923076923076923,54.68639053254438,29.0,23.307692307692307,60.520710059171584,29.0,26.96551724137931,9.619500594530319,29.0,27.03448275862069,11.136741973840664
3.0,29.0,25.785714285714285,34.73979591836734,29.0,25.307692307692307,59.751479289940825,29.0,27.076923076923077,8.840236686390533,29.0,27.413793103448278,10.449464922711057,29.0,27.137931034482758,10.808561236623069
4.0,29.0,21.464285714285715,39.17729591836734,29.0,21.23076923076923,54.177514792899395,29.0,21.53846153846154,29.94082840236687,29.0,26.17241379310345,8.418549346016649,29.0,25.96551724137931,9.75743162901308
3.0,29.0,21.464285714285715,104.46301020408167,29.0,21.46153846153846,114.71005917159763,29.0,20.76923076923077,106.63905325443784,29.0,25.24137931034483,21.493460166468502,29.0,27.93103448275862,4.1331747919143895
4.0,29.0,22.25,82.75892857142857,29.0,22.153846153846153,88.28402366863905,29.0,21.846153846153847,88.1301775147929,29.0,25.96551724137931,12.171224732461353,29.0,27.862068965517242,4.808561236623069
3.0,29.0,27.428571428571427,7.102040816326531,29.0,27.692307692307693,4.828402366863904,29.0,27.384615384615383,10.082840236686387,29.0,27.96551724137931,5.205707491082044,29.0,27.93103448275862,5.581450653983351
1.0,29.0,27.785714285714285,11.239795918367347,29.0,28.53846153846154,0.7100591715976331,29.0,28.384615384615383,0.8520710059171599,29.0,28.620689655172413,0.4423305588585019,29.0,28.724137931034484,0.19976218787158137
1.0,29.0,26.0,19.428571428571427,29.0,26.846153846153847,9.514792899408285,29.0,27.0,8.461538461538462,29.0,28.24137931034483,1.355529131985731,29.0,26.862068965517242,15.912009512485135
2.0,29.0,23.964285714285715,21.32015306122449,29.0,23.846153846153847,23.976331360946748,29.0,24.076923076923077,21.917159763313613,29.0,27.137931034482758,4.53269916765755,29.0,27.03448275862069,3.6884661117717
3.0,29.0,25.75,38.11607142857143,29.0,25.615384615384617,44.3905325443787,29.0,25.846153846153847,37.66863905325443,29.0,27.862068965517242,6.601664684898929,29.0,28.03448275862069,3.5505350772889415
4.0,29.0,20.25,99.04464285714286,29.0,19.23076923076923,107.71597633136096,29.0,20.23076923076923,97.56213017751476,29.0,25.689655172413794,12.558858501783586,29.0,28.482758620689655,0.525564803804994
2.0,29.0,24.25,15.616071428571429,29.0,24.615384615384617,17.467455621301774,29.0,23.923076923076923,15.917159763313608,29.0,27.586206896551722,2.380499405469678,29.0,26.862068965517242,3.49821640903686
3.0,29.0,24.035714285714285,52.17729591836735,29.0,24.153846153846153,52.74556213017752,29.0,23.615384615384617,58.852071005917146,29.0,27.17241379310345,6.487514863258027,29.0,26.137931034482758,26.187871581450654
3.0,29.0,22.857142857142858,76.33673469387755,29.0,22.153846153846153,81.05325443786984,29.0,22.923076923076923,80.22485207100593,29.0,26.79310344827586,12.302021403091558,29.0,26.06896551724138,15.30558858501784
0.0,29.0,19.357142857142858,110.08673469387755,29.0,18.76923076923077,113.71597633136093,29.0,18.76923076923077,113.71597633136095,29.0,25.344827586206897,16.22592152199762,29.0,28.517241379310345,0.24970273483947686
3.0,29.0,23.678571428571427,68.28954081632654,29.0,23.153846153846153,80.4378698224852,29.0,23.846153846153847,65.51479289940826,29.0,28.137931034482758,2.5326991676575505,29.0,27.310344827586206,9.110582639714625
1.0,29.0,24.071428571428573,33.78061224489796,29.0,24.846153846153847,28.745562130177515,29.0,24.846153846153847,27.207100591715978,29.0,27.448275862068964,8.592152199762188,29.0,25.79310344827586,25.75029726516053
3.0,29.0,24.607142857142858,54.09566326530613,29.0,25.23076923076923,51.25443786982248,29.0,24.23076923076923,64.33136094674556,29.0,28.03448275862069,2.9988109393579077,29.0,27.79310344827586,6.577883472057077
0.0,29.0,26.642857142857142,22.87244897959184,29.0,25.692307692307693,44.982248520710066,29.0,27.76923076923077,1.8698224852071001,29.0,27.689655172413794,6.765755053507729,29.0,28.03448275862069,4.240190249702734
1.0,29.0,25.107142857142858,50.667091836734706,29.0,25.692307692307693,44.520710059171606,29.0,25.692307692307693,41.1360946745562,29.0,27.586206896551722,8.104637336504164,29.0,27.17241379310345,14.073721759809745
1.0,29.0,27.035714285714285,7.463010204081631,29.0,27.615384615384617,2.6982248520710064,29.0,27.23076923076923,5.254437869822486,29.0,28.03448275862069,2.65398335315101,29.0,28.06896551724138,3.8573127229488717
2.0,29.0,24.5,18.75,29.0,24.384615384615383,17.775147928994084,29.0,24.307692307692307,21.905325443786978,29.0,26.689655172413794,6.627824019024972,29.0,27.482758620689655,5.008323424494651
4.0,29.0,21.714285714285715,52.704081632653065,29.0,20.76923076923077,80.48520710059171,29.0,22.846153846153847,30.591715976331365,29.0,26.75862068965517,8.803804994054698,29.0,25.75862068965517,14.183115338882283
0.0,29.0,21.214285714285715,100.09693877551021,29.0,20.692307692307693,115.4437869822485,29.0,21.0,96.3076923076923,29.0,26.06896551724138,13.512485136741976,29.0,28.551724137931036,0.2473246135552914
4.0,29.0,23.964285714285715,26.105867346938787,29.0,24.384615384615383,18.852071005917157,29.0,23.076923076923077,34.994082840236686,29.0,26.517241379310345,6.939357907253272,29.0,27.655172413793103,4.294887039239001
4.0,29.0,23.392857142857142,21.6670918367347,29.0,23.23076923076923,23.254437869822485,29.0,23.307692307692307,22.98224852071006,29.0,26.551724137931036,8.523186682520809,29.0,27.06896551724138,1.9262782401902494
3.0,29.0,26.821428571428573,21.075255102040813,29.0,26.923076923076923,23.76331360946746,29.0,26.76923076923077,21.562130177514796,29.0,28.379310344827587,1.683709869203329,29.0,28.551724137931036,0.5921521997621876
4.0,29.0,21.75,53.75892857142857,29.0,23.0,45.38461538461539,29.0,19.76923076923077,61.40828402366864,29.0,25.862068965517242,14.39476813317479,29.0,26.689655172413794,9.386444708680143
3.0,29.0,25.214285714285715,45.454081632653065,29.0,25.307692307692307,44.366863905325424,29.0,24.923076923076923,53.14792899408283,29.0,26.275862068965516,14.958382877526754,29.0,27.24137931034483,12.045184304399521
0.0,29.0,19.571428571428573,103.31632653061224,29.0,18.53846153846154,109.01775147928993,29.0,19.46153846153846,103.94082840236686,29.0,25.17241379310345,15.246135552913195,29.0,27.413793103448278,6.8632580261593334
4.0,29.0,25.214285714285715,23.02551020408163,29.0,25.307692307692307,21.75147928994083,29.0,24.923076923076923,27.455621301775142,29.0,27.379310344827587,3.8216409036860894,29.0,28.0,1.103448275862069
2.0,29.0,24.928571428571427,11.923469387755103,29.0,24.923076923076923,12.84023668639053,29.0,24.923076923076923,12.840236686390531,29.0,27.137931034482758,7.4982164090368615,29.0,26.93103448275862,2.7538644470868023
3.0,29.0,24.821428571428573,61.28954081632654,29.0,25.615384615384617,48.544378698224854,29.0,23.846153846153847,81.66863905325441,29.0,27.517241379310345,10.456599286563618,29.0,27.06896551724138,11.85731272294887
4.0,29.0,24.285714285714285,21.989795918367353,29.0,24.153846153846153,23.053254437869818,29.0,24.0,23.076923076923077,29.0,26.655172413793103,5.260404280618313,29.0,27.82758620689655,0.9013079667063018
3.0,29.0,27.928571428571427,1.6377551020408159,29.0,28.076923076923077,1.455621301775148,29.0,28.076923076923077,1.4556213017751483,29.0,28.379310344827587,0.6492271105826395,29.0,28.586206896551722,0.24256837098692033
4.0,29.0,19.178571428571427,69.3609693877551,29.0,18.615384615384617,70.08284023668638,29.0,20.076923076923077,77.45562130177515,29.0,27.103448275862068,7.74791914387634,29.0,22.448275862068964,25.69560047562426
3.0,29.0,25.785714285714285,49.66836734693878,29.0,25.46153846153846,57.17159763313608,29.0,25.923076923076923,49.45562130177514,29.0,27.379310344827587,12.787158145065398,29.0,28.103448275862068,4.920332936979786
1.0,29.0,26.107142857142858,31.381377551020417,29.0,26.615384615384617,19.159763313609464,29.0,26.692307692307693,30.213017751479292,29.0,28.06896551724138,2.4780023781212854,29.0,27.79310344827586,7.060642092746732
2.0,29.0,25.035714285714285,9.82015306122449,29.0,25.307692307692307,11.597633136094677,29.0,24.76923076923077,9.40828402366864,29.0,27.103448275862068,6.2306777645659945,29.0,26.724137931034484,7.854934601664684
4.0,29.0,23.178571428571427,75.07525510204081,29.0,22.846153846153847,79.82248520710058,29.0,23.076923076923077,80.53254437869822,29.0,26.20689655172414,14.784780023781211,29.0,28.0,1.5862068965517242
2.0,24.0,18.678571428571427,30.789540816326536,24.0,18.076923076923077,32.532544378698226,24.0,18.615384615384617,30.544378698224854,29.0,23.724137931034484,8.751486325802615,29.0,24.03448275862069,12.791914387633767
2.0,29.0,25.321428571428573,13.432397959183675,29.0,25.307692307692307,13.443786982248524,29.0,25.153846153846153,15.207100591715978,29.0,26.448275862068964,11.902497027348396,29.0,28.0,0.4827586206896552
3.0,29.0,24.071428571428573,56.78061224489796,29.0,24.923076923076923,39.917159763313606,29.0,23.384615384615383,81.00591715976331,29.0,25.96551724137931,14.240190249702733,29.0,28.06896551724138,3.9262782401902516
2.0,29.0,24.25,22.258928571428573,29.0,24.153846153846153,21.360946745562124,29.0,24.076923076923077,26.071005917159766,29.0,26.82758620689655,8.280618311533889,29.0,27.103448275862068,3.47205707491082
3.0,29.0,26.642857142857142,5.301020408163267,29.0,26.692307692307693,5.9053254437869835,29.0,26.692307692307693,5.44378698224852,29.0,26.06896551724138,18.20214030915577,29.0,26.93103448275862,13.305588585017832
2.0,29.0,22.857142857142858,23.336734693877542,29.0,22.615384615384617,27.928994082840234,29.0,22.923076923076923,22.071005917159763,29.0,26.620689655172413,7.407847800237814,29.0,26.482758620689655,3.422116527942926
4.0,29.0,17.857142857142858,64.76530612244898,29.0,17.76923076923077,69.40828402366866,29.0,17.307692307692307,67.13609467455622,29.0,26.24137931034483,9.976218787158142,29.0,24.620689655172413,13.269916765755053
3.0,29.0,24.464285714285715,41.60586734693876,29.0,25.0,38.76923076923077,29.0,23.76923076923077,49.869822485207116,29.0,27.517241379310345,6.663495838287751,29.0,26.620689655172413,9.95957193816884
1.0,29.0,26.035714285714285,31.391581632653054,29.0,26.923076923076923,23.147928994082843,29.0,26.46153846153846,25.786982248520708,29.0,28.379310344827587,1.0630202140309155,29.0,28.310344827586206,1.8692033293697978
4.0,27.0,23.964285714285715,25.748724489795915,27.0,23.923076923076923,34.37869822485208,27.0,23.692307692307693,20.366863905325445,29.0,27.379310344827587,6.511296076099881,29.0,26.24137931034483,4.665873959571938
3.0,29.0,23.607142857142858,72.95280612244896,29.0,23.46153846153846,76.86390532544378,29.0,23.384615384615383,79.31360946745562,29.0,26.79310344827586,12.508917954815695,29.0,27.96551724137931,5.136741973840665
0.0,29.0,19.821428571428573,94.8609693877551,29.0,19.153846153846153,97.36094674556213,29.0,19.384615384615383,98.3905325443787,29.0,25.17241379310345,14.211652794292506,29.0,28.103448275862068,1.1272294887039236
1.0,29.0,25.678571428571427,39.28954081632655,29.0,26.76923076923077,28.331360946745562,29.0,26.307692307692307,26.828402366863898,29.0,28.17241379310345,2.6944114149821634,29.0,28.17241379310345,3.0392390011890598
0.0,29.0,22.928571428571427,59.63775510204083,29.0,22.615384615384617,59.62130177514794,29.0,22.76923076923077,67.2544378698225,29.0,26.586206896551722,10.932223543400712,29.0,26.482758620689655,12.180737217598097
0.0,29.0,22.321428571428573,90.00382653061226,29.0,22.076923076923077,94.53254437869819,29.0,22.0,97.07692307692308,29.0,26.0,14.758620689655173,29.0,27.689655172413794,7.386444708680144
0.0,29.0,27.428571428571427,1.7448979591836735,29.0,27.692307692307693,1.5976331360946743,29.0,27.384615384615383,1.7751479289940828,29.0,26.862068965517242,13.912009512485135,29.0,27.413793103448278,8.24256837098692
3.0,29.0,26.535714285714285,27.10586734693877,29.0,25.76923076923077,53.10059171597632,29.0,27.23076923076923,4.17751479289941,29.0,27.0,13.172413793103448,29.0,27.862068965517242,7.015457788347204
4.0,29.0,24.392857142857142,19.595663265306122,29.0,24.46153846153846,18.248520710059175,29.0,23.923076923076923,22.686390532544383,29.0,26.96551724137931,5.481569560047564,29.0,27.620689655172413,0.9940546967895362
1.0,29.0,28.071428571428573,1.7806122448979589,29.0,28.23076923076923,1.5621301775147929,29.0,28.23076923076923,1.5621301775147924,29.0,28.586206896551722,0.3804994054696791,29.0,28.517241379310345,0.525564803804994
3.0,29.0,25.392857142857142,43.45280612244897,29.0,24.923076923076923,53.45562130177515,29.0,25.615384615384617,39.46745562130177,29.0,27.17241379310345,11.797859690844227,29.0,27.344827586206897,10.432818073721757
3.0,29.0,27.535714285714285,2.1058673469387754,29.0,27.76923076923077,2.023668639053254,29.0,27.53846153846154,2.094674556213018,29.0,26.655172413793103,18.846611177170043,29.0,27.551724137931036,9.143876337693225
2.0,29.0,25.714285714285715,13.204081632653061,29.0,25.923076923076923,9.917159763313608,29.0,25.307692307692307,18.059171597633135,29.0,27.17241379310345,5.728894173602854,29.0,27.655172413793103,2.019024970273484
4.0,29.0,20.964285714285715,63.67729591836735,29.0,20.923076923076923,63.609467455621306,29.0,20.23076923076923,69.10059171597632,29.0,26.310344827586206,9.110582639714625,29.0,25.482758620689655,13.215219976218787
0.0,29.0,21.678571428571427,79.93239795918366,29.0,21.153846153846153,86.1301775147929,29.0,21.384615384615383,81.31360946745562,29.0,26.655172413793103,7.260404280618313,29.0,28.413793103448278,0.4494649227110584
1.0,29.0,27.214285714285715,7.811224489795916,29.0,27.615384615384617,3.775147928994083,29.0,27.76923076923077,2.7928994082840237,29.0,28.17241379310345,1.9357907253269917,29.0,28.103448275862068,4.7134363852556485
2.0,29.0,24.178571428571427,15.646683673469386,29.0,24.076923076923077,20.071005917159766,29.0,24.307692307692307,13.597633136094675,29.0,26.862068965517242,9.498216409036859,29.0,26.482758620689655,7.008323424494649
4.0,29.0,24.607142857142858,16.024234693877553,29.0,25.153846153846153,12.130177514792896,29.0,23.846153846153847,21.207100591715978,29.0,26.689655172413794,6.214030915576696,29.0,27.448275862068964,1.6956004756242569
4.0,29.0,24.25,17.330357142857142,29.0,24.153846153846153,17.514792899408285,29.0,24.076923076923077,19.301775147928996,29.0,26.551724137931036,7.212841854934603,29.0,27.379310344827587,2.994054696789537
1.0,29.0,25.571428571428573,38.88775510204083,29.0,26.076923076923077,42.07100591715976,29.0,26.46153846153846,16.86390532544379,29.0,27.82758620689655,4.07372175980975,29.0,27.724137931034484,9.16527942925089
0.0,29.0,21.535714285714285,87.96301020408161,29.0,21.153846153846153,89.36094674556216,29.0,21.076923076923077,95.14792899408283,29.0,26.448275862068964,10.247324613555291,29.0,28.482758620689655,0.318668252080856
4.0,29.0,21.678571428571427,62.28954081632653,29.0,22.153846153846153,65.20710059171597,29.0,21.307692307692307,68.5207100591716,29.0,26.03448275862069,12.722948870392395,29.0,24.896551724137932,21.678953626634957
1.0,29.0,26.428571428571427,29.459183673469386,29.0,27.615384615384617,10.082840236686387,29.0,26.76923076923077,22.792899408284022,29.0,28.20689655172414,2.302021403091558,29.0,28.06896551724138,4.891795481569559
1.0,29.0,26.428571428571427,32.60204081632653,29.0,26.53846153846154,32.248520710059175,29.0,26.23076923076923,37.869822485207095,29.0,28.24137931034483,2.734839476813317,29.0,28.103448275862068,7.40309155766944
1.0,29.0,27.107142857142858,17.88137755102041,29.0,27.76923076923077,10.177514792899407,29.0,27.615384615384617,10.08284023668639,29.0,28.655172413793103,0.2948870392390012,29.0,28.03448275862069,7.61950059453032
0.0,29.0,22.892857142857142,73.02423469387756,29.0,21.923076923076923,89.14792899408283,29.0,23.23076923076923,64.48520710059172,29.0,25.896551724137932,12.161712247324608,29.0,27.586206896551722,9.208085612366228
3.0,29.0,25.0,49.214285714285715,29.0,25.53846153846154,46.248520710059175,29.0,24.307692307692307,58.82840236686389,29.0,27.689655172413794,10.696789536266348,29.0,28.0,4.068965517241379
2.0,29.0,24.285714285714285,19.918367346938783,29.0,24.46153846153846,18.248520710059168,29.0,24.0,24.46153846153846,29.0,26.82758620689655,6.9013079667063035,29.0,27.137931034482758,2.9464922711058255
2.0,29.0,25.857142857142858,7.622448979591837,29.0,26.0,7.6923076923076925,29.0,25.692307692307693,8.674556213017754,29.0,27.24137931034483,6.183115338882283,29.0,27.724137931034484,0.9583828775267537
4.0,29.0,21.535714285714285,64.96301020408164,29.0,21.307692307692307,75.28994082840235,29.0,21.23076923076923,62.639053254437876,29.0,26.517241379310345,7.077288941736031,29.0,25.310344827586206,19.38644470868014
0.0,29.0,23.035714285714285,52.96301020408164,29.0,23.384615384615383,56.39053254437871,29.0,23.307692307692307,54.982248520710044,29.0,24.689655172413794,20.007134363852554,29.0,28.413793103448278,0.3115338882282997
2.0,29.0,23.964285714285715,16.748724489795915,29.0,24.53846153846154,15.479289940828405,29.0,23.53846153846154,19.940828402366865,29.0,26.586206896551722,8.10463733650416,29.0,26.344827586206897,6.5017835909631385
1.0,29.0,26.428571428571427,26.60204081632653,29.0,26.846153846153847,23.668639053254438,29.0,25.923076923076923,33.14792899408285,29.0,28.448275862068964,0.8680142687277048,29.0,28.103448275862068,5.5410225921522
0.0,29.0,20.285714285714285,96.77551020408161,29.0,19.307692307692307,108.05917159763314,29.0,20.23076923076923,92.48520710059171,29.0,25.96551724137931,12.171224732461356,29.0,28.24137931034483,1.4244946492271107
1.0,29.0,25.785714285714285,34.66836734693877,29.0,26.923076923076923,25.301775147928993,29.0,26.384615384615383,23.467455621301777,29.0,28.344827586206897,1.3983353151010702,29.0,28.103448275862068,5.334126040428063
4.0,29.0,21.107142857142858,85.88137755102038,29.0,20.692307692307693,88.52071005917158,29.0,20.615384615384617,90.69822485207101,29.0,26.06896551724138,10.40903686087991,29.0,27.93103448275862,5.926278240190248
1.0,29.0,26.785714285714285,20.5969387755102,29.0,28.076923076923077,2.840236686390533,29.0,27.76923076923077,3.869822485207102,29.0,28.413793103448278,1.0701545778834722,29.0,27.96551724137931,6.516052318668252
4.0,29.0,23.607142857142858,32.66709183673469,29.0,22.615384615384617,50.85207100591717,29.0,24.23076923076923,17.254437869822485,29.0,25.862068965517242,11.222354340071343,29.0,27.551724137931036,5.764565992865635
1.0,29.0,26.071428571428573,37.066326530612244,29.0,27.153846153846153,27.976331360946745,29.0,25.692307692307693,42.674556213017745,29.0,28.344827586206897,1.536266349583829,29.0,28.379310344827587,4.7871581450653995
4.0,29.0,19.285714285714285,73.77551020408164,29.0,18.846153846153847,78.28402366863905,26.0,18.692307692307693,73.1360946745562,29.0,25.93103448275862,10.960760998810944,29.0,25.79310344827586,12.370986920332939
3.0,29.0,21.607142857142858,99.02423469387757,29.0,21.846153846153847,97.3609467455621,29.0,20.53846153846154,110.24852071005915,29.0,26.551724137931036,15.074910820451844,29.0,27.93103448275862,6.6159334126040426
2.0,29.0,24.357142857142858,14.729591836734693,29.0,24.846153846153847,7.976331360946746,29.0,23.76923076923077,23.100591715976332,29.0,26.96551724137931,4.516052318668252,29.0,26.06896551724138,9.167657550535079
1.0,29.0,26.357142857142858,23.015306122448976,29.0,27.692307692307693,8.520710059171599,29.0,26.692307692307693,16.366863905325445,29.0,28.448275862068964,0.7990487514863256,29.0,27.517241379310345,9.560047562425687
0.0,29.0,21.321428571428573,86.00382653061222,29.0,21.0,91.07692307692308,29.0,20.923076923076923,90.5325443786982,29.0,26.17241379310345,10.004756242568373,29.0,28.344827586206897,0.8466111771700354
4.0,26.0,19.428571428571427,80.60204081632652,26.0,19.307692307692307,77.13609467455619,25.0,18.692307692307693,91.1360946745562,29.0,24.17241379310345,8.625445897740786,29.0,27.75862068965517,4.390011890606421
3.0,29.0,24.607142857142858,36.23852040816326,29.0,24.384615384615383,40.54437869822485,29.0,24.46153846153846,36.55621301775149,29.0,27.20689655172414,4.853745541022591,29.0,27.586206896551722,4.5184304399524375
4.0,29.0,27.285714285714285,2.418367346938775,29.0,27.53846153846154,2.4023668639053253,29.0,27.23076923076923,2.485207100591716,29.0,27.75862068965517,6.5969084423305615,29.0,27.75862068965517,3.9762187871581447
0.0,29.0,19.678571428571427,114.71811224489795,29.0,18.46153846153846,123.7869822485207,29.0,19.76923076923077,113.5621301775148,29.0,25.103448275862068,18.161712247324616,29.0,28.103448275862068,4.6444708680142694
1.0,29.0,25.821428571428573,42.71811224489795,29.0,26.46153846153846,33.01775147928994,29.0,26.53846153846154,30.710059171597624,29.0,28.06896551724138,3.581450653983354,29.0,28.413793103448278,2.104637336504161
4.0,29.0,22.642857142857142,28.158163265306115,29.0,22.46153846153846,33.01775147928994,29.0,22.46153846153846,26.71005917159763,29.0,26.310344827586206,6.2829964328180745,29.0,26.103448275862068,8.782401902497028
2.0,29.0,20.678571428571427,75.78954081632654,29.0,20.384615384615383,79.00591715976331,29.0,20.076923076923077,78.53254437869822,29.0,26.75862068965517,9.700356718192628,29.0,26.20689655172414,19.543400713436395
2.0,29.0,23.285714285714285,35.91836734693877,29.0,24.153846153846153,30.59171597633136,29.0,22.153846153846153,44.28402366863906,29.0,26.413793103448278,10.86325802615933,29.0,27.20689655172414,4.99167657550535
3.0,29.0,26.964285714285715,25.105867346938773,29.0,27.846153846153847,3.053254437869823,29.0,26.076923076923077,49.45562130177514,29.0,27.724137931034484,9.648038049940546,29.0,28.103448275862068,6.4375743162901315
2.0,29.0,23.857142857142858,17.336734693877553,29.0,24.307692307692307,16.366863905325445,29.0,23.53846153846154,20.556213017751478,29.0,26.06896551724138,9.926278240190253,29.0,26.551724137931036,8.31629013079667
4.0,29.0,21.785714285714285,60.16836734693879,29.0,21.384615384615383,63.77514792899409,29.0,21.53846153846154,62.86390532544378,29.0,26.551724137931036,10.109393579072533,29.0,26.03448275862069,10.102259215219977
1.0,29.0,25.714285714285715,43.6326530612245,29.0,26.53846153846154,32.248520710059175,29.0,26.307692307692307,30.674556213017738,29.0,28.06896551724138,3.719381688466113,29.0,28.310344827586206,3.179548156956004
1.0,29.0,26.642857142857142,26.158163265306126,29.0,27.615384615384617,5.928994082840235,29.0,25.615384615384617,48.390532544378715,29.0,28.03448275862069,4.033293697978596,29.0,28.20689655172414,3.957193816884661
